"Name","Seed.Size_LDP","Cotyledon.Color_LDP","Seed.Area_LDP","Seed.Perimeter_LDP","Seed.Diameter_LDP","Minor.Axis_LDP","Major.Axis_LDP","Seed.Mass.1000.2015_LDP","Seed.Mass.1000.2016_LDP","Seed.Mass.1000.2017_LDP","Seed.Mass.1000.2018_LDP","Plumpness.2015_LDP","Plumpness.2016_LDP","Plumpness.2017_LDP","Plumpness.2018_LDP","Testa.Color.Green_LDP","Testa.Color.Grey_LDP","Testa.Color.Tan_LDP","Testa.Color.Brown_LDP","Testa.Color.Green.v.Grey_LDP","Testa.Color.Green.v.Tan_LDP","Testa.Color.Green.v.Brown_LDP","Testa.Color.Grey.v.Tan_LDP","Testa.Color.black_LDP","Testa.Pattern.All_LDP","Testa.Pattern.Present_LDP","Testa.Pattern.Mottle_LDP","Testa.Pattern.Mottle.v.Present_LDP","Testa.Pattern.Dotted_LDP","Testa.Pattern.Marbled_LDP","Testa.Pattern.Spotted_LDP","Testa.Pattern.Mottle123_LDP"
"CDC_Asterix_AGL","2","1",0.153,1.38,0.44,0.423,0.466,24.8,25.5,23,29.5890410958904,56.3210935724245,57.8023310713856,52.2991561185448,67.1799621248774,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Rosie_AGL","2","0",0.155,1.39,0.444,0.425,0.475,26.9,26.1,25.9,34.4420131291028,60.5771749570684,58.8603401310461,58.282530582583,77.5915189391553,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"X3156.11_AGL","2","0",0.193,1.55,0.495,0.479,0.522,37.2,31.6,33.4,45.5729166666667,75.2280593317221,63.8900448390403,67.4684582854384,92.1078486413653,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_Greenstar_AGL","4","1",0.353,2.11,0.671,0.65,0.697,61.8,54.6,64.3,71.6857142857143,92.1742273630941,81.351888667992,95.8898830506131,106.887247940926,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Cherie_AGL","2","0",0.169,1.45,0.463,0.448,0.486,27,39,34.9,44.5675675675676,58.2359099633572,84.2130518234165,75.3089348487136,96.2351506977227,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_Glamis_AGL","4","1",0.327,2.03,0.645,0.625,0.673,52,54.7,53.9,68.0357142857143,80.6117347778214,84.7623966942149,83.4734424210851,105.427243211334,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Gold_AGL","4","1",0.32,2,0.638,0.62,0.662,26.6,54.9,53.7,52.9856850715746,41.733903043251,86.1127693730532,84.1413518113108,83.0930764321609,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Imax_AGL","3","0",0.239,1.73,0.551,0.542,0.567,39.9,36.1,38.8,50.6131386861314,72.4608456005915,65.6079854809437,70.4288252677188,91.8568760183873,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_Impower_AGL","4","1",0.289,1.9,0.606,0.588,0.63,52.7,47.8,59.4,70.4901960784314,87.0406189555125,78.9631167355826,98.0322785690793,116.363126321695,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_KR.1_AGL","3","0",0.236,1.72,0.548,0.521,0.584,48.9,42.5,35.9,59.6989966555184,89.165439679208,77.471798274718,65.5062698858319,108.939774918829,"0","1","1","1",NA,NA,"1",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_LeMay_AGL","2","1",0.204,1.6,0.51,NA,NA,26.8,33.1,32,38.7656033287101,NA,NA,NA,NA,"1","0","0","0","0","0","0",NA,"0","1","1",NA,"1",NA,"1",NA,NA
"CDC_Maxim_AGL","2","0",0.154,1.38,0.441,0.426,0.468,33.5,41.6,41,48.0257510729614,75.855540759518,94.1939546599497,92.9956188926678,108.874498654069,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_QG.1_AGL","3",NA,0.264,1.82,0.58,NA,NA,36,39,44.7,49.0430622009569,NA,NA,NA,NA,"1","0","0","0",NA,NA,NA,NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Red_Rider_AGL","2","0",0.173,1.47,0.469,0.452,0.496,39.4,36.5,36.4,49.358372456964,84.0335341100055,77.7808753833287,77.5488818500083,105.266671116748,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_Redcoat_AGL","2","0",0.17,1.46,0.465,0.442,0.496,37.1,35.6,32.9,47.0728793309438,79.7496567944675,76.7033229739421,70.762170708486,101.280400186109,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_Redwing_AGL","2","0",0.175,1.48,0.472,0.457,0.495,24.9,30.9,28.7,42.0886981402003,52.7473254295021,65.4369193483236,60.8684417939022,89.255014906174,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Robin_AGL","1","0",0.122,1.23,0.393,0.371,0.427,26.8,25.2,24.1,31.5963855421687,68.2532248307085,64.176570458404,61.3799915337942,80.4661771022971,"0","1","1","1",NA,NA,"1",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CDC_Rosebud_AGL","2","0",0.133,1.29,0.411,0.39,0.45,27.1,25.3,23.2,32.6666666666667,65.8327603533083,61.5144069689524,56.4708285111308,79.4594594594595,"0","0","1","1",NA,"1",NA,"1","0","1",NA,"1","0",NA,NA,NA,"2"
"CDC_Rosetown_AGL","2","0",0.133,1.29,0.411,0.396,0.439,27,32.5,25.1,34.9886363636364,65.5693852181713,79.1329011345219,60.9848263352947,85.0615146603802,"0","1","1","1",NA,NA,"1",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Rouleau_AGL","2","0",0.17,1.46,0.465,0.442,0.501,33.7,33.2,32.6,41.6684723726977,72.5864192620106,71.4490674318508,70.2151541987773,89.6739003716593,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"CDC_Royale_AGL","3",NA,0.237,1.72,0.549,0.514,0.592,32,34.7,35,45.5710659898477,58.3093739984921,63.2302084306944,63.858512218172,83.0578359474745,"1","0","0","0",NA,NA,NA,NA,"0","1","1",NA,"1",NA,"1",NA,NA
"CDC_Ruby_AGL","2","0",0.129,1.27,0.404,0.382,0.437,26.9,27.8,25.4,32.7024185068349,66.5720019073144,68.6692328842453,62.9318803219589,80.9243240477081,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CDC_SB.1_AGL","1","1",0.124,1.25,0.397,0.379,0.434,30.8,30.5,31,37.35,77.565133333953,76.7954782822387,78.0975801926773,94.080604534005,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"CDC_Sedley_AGL","4","1",0.315,1.99,0.634,0.617,0.657,70.7,55.1,66.5,61.4509803921569,111.53607321829,86.9542346133613,104.984887525745,96.9768233437509,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CDC_Vantage_AGL","3","1",0.223,1.67,0.533,0.515,0.559,40.4,40.9,39.9,51.8292682926829,75.9297916458653,76.8596884719761,74.9227327231053,97.3015049299429,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"CN_105604_AGL","1","0",0.145,1.35,0.43,NA,NA,20.7,24.2,20.2,24.6412213740458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1","1",NA,NA,NA
"CN_105605_AGL","2",NA,0.128,1.26,0.403,0.376,0.456,27,26.8,26.3,29.9409282700422,67.0434702692767,66.3771712158809,65.2997257411519,74.2951073698317,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"CN_105715_AGL","3",NA,0.232,1.7,0.543,0.521,0.574,40.4,46,40,51.5051546391753,74.3826108789612,84.7665847665847,73.6631445459968,94.9112186225588,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_105732_AGL","2","1",0.194,1.56,0.496,0.483,0.52,42.7,36.2,42.8,48.7692307692308,86.0185378795639,72.9037696583336,86.156578795091,98.2810293155121,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_105767_AGL","2",NA,0.132,1.29,0.41,0.389,0.444,29.1,26.9,26.1,31.4285714285714,71.0993852689729,65.6453362255965,63.6934951241564,76.6966222497675,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"CN_105777_AGL","1","0",0.118,1.21,0.387,0.37,0.421,23.4,25.7,25.3,29.9417249417249,60.5869817900038,66.4655172413792,65.5511179260421,77.4354955389438,"0","1","1","1",NA,NA,"1",NA,"0","0","0","0",NA,"0","0","0","0"
"CN_105789_AGL","2","0",0.13,1.27,0.405,0.387,0.439,28.6,29.9,29.8,30.0630914826498,70.4694045335318,73.7612851678446,73.4085282665443,74.1484854326799,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1",NA,"1",NA
"CN_105791_AGL","2","0",0.15,1.37,0.438,0.42,0.478,28.8,29.1,23.1,26.2178919397697,65.7165621029299,66.5058405281868,52.765332220201,59.9190013859642,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"CN_105862_AGL","4","1",0.313,1.98,0.631,0.602,0.672,44,38.8,41.6,61.8466353677621,69.7783388696387,61.4104595879556,65.9320745062645,98.0136852103996,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_105863_AGL","4","1",0.357,2.12,0.674,0.646,0.711,55.7,66.6,64.1,70.8151093439364,82.6438673003233,98.8675510909039,95.1780167165919,105.118915404161,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_105864_AGL","2","1",0.154,1.39,0.442,0.415,0.493,35.4,35.8,31.3,49.3836477987421,80.0477147162231,80.8117661552459,70.7125179013383,111.615477194545,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"CN_105865_AGL","3","1",0.269,1.83,0.584,0.563,0.612,66.7,70.8,54.7,66.7554479418886,114.213338688752,121.180017928449,93.6949098194098,114.242067213728,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_105895_AGL","1","0",0.123,1.24,0.396,0.376,0.43,26.2,32.2,34.1,33.8837516512549,66.2193447386052,81.5080033698399,86.2262601962269,85.6371145356064,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1",NA,"1",NA
"CN_106265_AGL","2",NA,0.151,1.38,0.438,0.422,0.472,27.8,35.1,32.3,40.272952853598,63.5244861710226,80.27150469424,73.7944500799891,91.9707119214367,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"2"
"CN_108369_AGL","3","1",0.235,1.72,0.547,0.526,0.574,52.1,50.6,56.2,68.6832061068702,95.3357781893445,92.5730783649245,102.814854372172,125.665552950159,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"CN_108370_AGL","1","1",0.112,1.19,0.377,0.363,0.403,21.2,19.8,22,26.1040235525025,56.1729973892104,52.4580512216662,58.243673128287,69.1599093236745,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"Crimson_AGL","2","0",0.153,1.38,0.441,0.415,0.484,29.1,34.2,32.4,40.5511811023622,66.0740364203022,77.5054486595754,73.558161243561,91.9991504717065,"0","1","1","1",NA,NA,"1",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"DPL_62_AGL","3","0",0.2,1.58,0.504,0.475,0.541,39.2,42.3,39.7,44.3809523809524,77.9048879644511,83.999389095352,78.9151539020597,88.1157227947432,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"Eston_AGL","2","1",0.163,1.43,0.455,0.432,0.487,28.5,31,33.1,37.6361031518625,62.6181229101331,68.1569978101487,72.7066852504378,82.7369145986229,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"Gudo_AGL","2","1",0.187,1.53,0.488,0.469,0.518,37.2,34.1,40.3,49.0672782874618,76.2453275068792,69.9954452288772,82.5060951854682,100.570599997075,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"IG_1046_AGL","2","1",0.146,1.35,0.431,0.414,0.461,22.7,29.5,29.4,36.6314398943197,52.5913792468804,68.3047949216463,68.2340340113409,84.947941007183,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"IG_1706_AGL","1","0",0.107,1.16,0.368,0.35,0.413,20.6,22.2,19.5,24.6751863684771,55.9814517033769,60.2571569374132,53.0426241123332,66.9914562040103,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"IG_1959_AGL","2","1",0.139,1.32,0.42,0.395,0.467,36.1,31.2,31.5,36.7527675276753,85.8415575598673,74.1849440736845,75.042699560751,87.4834455829351,"0","0","1","1",NA,"1",NA,"1","0","1","1",NA,"1","1",NA,NA,NA
"IG_4258_AGL","1","0",0.098,1.11,0.354,0.331,0.391,23.2,24.4,20.1,24.7834274952919,65.5909858171164,68.8478700556725,56.7441800840939,70.053658121114,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"IG_4781_AGL","3","1",0.207,1.61,0.513,0.495,0.543,37,31.9,42,47.879746835443,71.9744611474586,62.1294092187839,81.7847693907896,93.2520496686838,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"IG_858_AGL","1","1",0.113,1.19,0.379,0.35,0.426,30.8,28.8,26.4,31.2085561497326,81.173366444203,76.1213720316623,69.7585677290918,82.3444753291098,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"3"
"ILL_10657_AGL","3","0",0.202,1.59,0.508,0.49,0.533,40,43.1,43.4,48.5263157894737,78.8901861581371,84.916812609457,85.4211708058868,95.6078901281223,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"ILL_10748_AGL","4","1",0.287,1.9,0.604,0.579,0.639,54.1,52.8,55.2,64.123006833713,89.5363747813326,87.3505059797608,91.423814900014,106.18345197855,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"ILL_11547_AGL","2",NA,0.151,1.38,0.438,0.407,0.491,32.8,35.2,35.8,38.2954545454545,74.7527263504946,80.3449150393102,81.7975858587097,87.4103705069975,"0","1","1","1",NA,NA,"1",NA,"0","1",NA,"1","0",NA,NA,NA,"3"
"ILL_11548_AGL","2","1",0.144,1.34,0.428,0.403,0.468,32.4,28,27.2,30.7254361799816,75.6847932631136,65.2867895146639,63.5712742695248,71.7697704697209,"0","0","1","1",NA,"1",NA,"1","0","1",NA,"1","0",NA,NA,NA,"3"
"ILL_11553_AGL","2","0",0.148,1.36,0.434,0.405,0.478,36.9,32.5,31.1,35.1836734693877,84.948562850457,74.9039692701664,71.601108280935,81.089132195772,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_11555_AGL","2",NA,0.166,1.44,0.46,0.435,0.501,43.7,41.1,41.5,42.0833333333333,95.076947868826,89.5213923132704,90.1844864246997,91.5518491660623,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"ILL_11557_AGL","3","1",0.213,1.63,0.52,0.493,0.558,NA,42,45.3,45.359477124183,NA,80.7033577807508,87.0462053559491,87.1552720148692,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_11558_AGL","2","0",0.183,1.51,0.482,0.446,0.533,34,31.2,34.8,38.0271084337349,70.4806626611445,64.7819922013471,72.1658986175116,78.8580589639665,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_1220_AGL","2","1",0.19,1.54,0.491,0.477,0.517,42.2,36.2,41.7,50,85.8816793593776,73.6059332639539,84.8813361696517,101.763907734057,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"ILL_1553_AGL","3","1",0.202,1.59,0.505,0.485,0.543,44,43.1,42.3,47.5667189952904,87.0754790828746,85.4079612931604,83.6521216589177,94.1500925791982,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"ILL_1762_AGL","1","0",0.096,1.1,0.35,0.331,0.395,23.8,22.1,21.6,27.1414242728185,67.9197116482218,63.1829733163913,61.8370144054366,77.5961939184771,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1",NA,NA,NA
"ILL_1983_AGL","1","0",0.091,1.07,0.34,0.308,0.402,24.5,27.9,22.7,28.1417830290011,72.0408387690491,82.2087085576294,66.7023245591969,82.8240834731882,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1","1",NA,NA
"ILL_213_AGL","1","0",0.103,1.13,0.361,0.339,0.406,24.2,23.2,21.5,25.8401880141011,67.0068274315286,64.2263918794218,59.5162338217691,71.5354328289479,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"ILL_2194_AGL","2","1",0.185,1.52,0.486,0.462,0.523,33.2,41.7,40.7,49.5067264573991,68.3386902019671,85.9643102264927,83.7908945321436,101.935606981604,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431893_LSP_AGL","2","0",0.139,1.32,0.421,0.406,0.449,22,31.6,29.3,31.7614879649891,52.3472077383542,75.1188589540411,69.5721077654516,75.502744766218,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"2"
"ILL_2507_AGL","1","0",0.102,1.13,0.36,0.34,0.398,25.7,24.7,24.3,27.9203109815355,71.3774683917037,68.6042852204779,67.3738764682978,77.4607887897101,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_2580_AGL","2","0",0.129,1.27,0.405,0.392,0.433,30.4,30,28.6,33.85,75.1085907335908,74.1365131578948,70.6095427741596,83.5115131578948,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1","1",NA,NA
"ILL_28_AGL","4","1",0.288,1.9,0.606,0.575,0.65,61.4,66.3,68.6,77.9752066115703,101.298734731179,109.528613352898,113.265246495562,128.719159850354,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"ILL_3025_AGL","1","0",0.093,1.08,0.344,0.308,0.406,24.6,25.4,23.5,25.0344827586207,71.5725326519925,73.9109390125848,68.2858224200128,72.7042093667591,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_313_AGL","2","1",0.148,1.36,0.434,0.419,0.464,33.9,31.8,30.7,36.576297443842,77.9653089454358,73.1969309462916,70.6210753629824,84.1909659832681,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"ILL_3347_AGL","2","0",0.169,1.46,0.464,0.443,0.498,24.6,26,22.4,27.4806800618238,52.9599671218547,55.9942569992822,48.1838591344151,59.1830869960312,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_358_AGL","2","0",0.176,1.49,0.473,0.456,0.501,33,37.8,37.8,44.9122807017544,69.6448403923582,79.877905611646,79.9809005546337,94.9073788015472,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"ILL_3597_AGL","1","0",0.094,1.08,0.345,0.322,0.39,24.5,24.7,21.6,24.9888143176734,70.9687801738011,71.5481171548118,62.5590498042921,72.3847212291794,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"ILL_4164_AGL","2","0",0.136,1.31,0.417,0.392,0.461,32.7,38.4,36.8,43.9102564102564,78.4107921294329,91.9909381663113,88.260029711601,105.3284402165,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1","1",NA,NA,NA
"ILL_4400_AGL","3","1",0.269,1.84,0.586,0.572,0.605,47.9,58.9,55.9,65.0335570469799,81.8439023281711,100.588235294118,95.4524977568403,111.063000649491,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"ILL_4605_AGL","3","1",0.236,1.72,0.548,0.522,0.585,48.5,53.1,48.2,58.44,88.4709495550834,96.7888978930309,87.8473155947701,106.555915721232,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"ILL_4609_AGL","1","0",0.118,1.22,0.387,0.362,0.429,21.5,21.2,21.4,27.1926427879961,55.6042233390198,54.7489239598279,55.3072208722768,70.2249024654133,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"ILL_4665_AGL","4","1",0.318,2,0.636,0.613,0.672,60.2,53.5,55.3,64.582560296846,94.7565445706709,84.1783216783216,87.0399193283205,101.615916550981,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
