"Name","Seed.Size_LDP","Cotyledon.Color_LDP","Seed.Area_LDP","Seed.Perimeter_LDP","Seed.Diameter_LDP","Minor.Axis_LDP","Major.Axis_LDP","Seed.Mass.1000.2015_LDP","Seed.Mass.1000.2016_LDP","Seed.Mass.1000.2017_LDP","Seed.Mass.1000.2018_LDP","Plumpness.2015_LDP","Plumpness.2016_LDP","Plumpness.2017_LDP","Plumpness.2018_LDP","Testa.Color.Green_LDP","Testa.Color.Grey_LDP","Testa.Color.Tan_LDP","Testa.Color.Brown_LDP","Testa.Color.Green.v.Grey_LDP","Testa.Color.Green.v.Tan_LDP","Testa.Color.Green.v.Brown_LDP","Testa.Color.Grey.v.Tan_LDP","Testa.Color.black_LDP","Testa.Pattern.All_LDP","Testa.Pattern.Present_LDP","Testa.Pattern.Mottle_LDP","Testa.Pattern.Mottle.v.Present_LDP","Testa.Pattern.Dotted_LDP","Testa.Pattern.Marbled_LDP","Testa.Pattern.Spotted_LDP","Testa.Pattern.Mottle123_LDP"
"PI_431622_LSP_AGL","2","1",0.152,1.38,0.439,0.415,0.486,36.7,31.7,37.4,39.7293640054127,83.5961166901224,72.0724246848251,85.2104422933182,90.4081608214197,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431630_LSP_AGL","1","0",0.118,1.22,0.388,0.359,0.444,28.6,25.5,24.2,27.9039301310044,73.7573894434016,65.7269620657034,62.4604555520404,71.9998197187612,"0","0","1","1",NA,"1",NA,"1","0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431633_LSP_AGL","4","1",0.318,2,0.637,0.62,0.658,59.6,58.8,75.9,71.1682242990654,93.7017435506321,92.2975450890014,119.163350103022,111.802062958909,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431636_LSP_AGL","3","1",0.282,1.88,0.599,0.582,0.63,53.5,47.2,61.5,61.5192307692308,89.3549992408779,78.9107441083689,102.745882533978,102.741339195227,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431643_LSP_AGL","2","1",0.148,1.36,0.433,0.412,0.469,23.4,25.9,29.3,30.5394736842105,54.0581220058842,59.8435738680823,67.7075413083999,70.4576424398603,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431662_LSP_AGL","1","0",0.112,1.19,0.378,0.355,0.416,27.3,28.8,27.1,32.4047306176084,72.0509055310818,75.9911894273128,71.5812717902358,85.6512703549122,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431663_LSP_AGL","2","1",0.136,1.31,0.416,0.385,0.468,37.7,33.8,32.3,36.7042253521127,90.5857730135816,81.4044320190766,77.704230563664,88.2784682439909,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431679_LSP_AGL","2","0",0.133,1.29,0.412,0.377,0.464,22,26.4,24.3,30.9638554216867,53.5221104091933,64.0620056944005,59.1254034895676,75.1955474352889,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431684_LSP_AGL","1","0",0.108,1.16,0.37,0.361,0.393,24.5,24.6,25.6,31.2709030100334,66.397383143439,66.4311485267588,69.3839270709868,84.6175968401385,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431705_LSP_AGL","2","1",0.162,1.43,0.454,0.436,0.49,33.1,32,36.3,39.1747572815534,72.9447027159286,70.4673354538782,79.8918172603027,86.2668988338587,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431710_LSP_AGL","2","1",0.151,1.38,0.439,0.417,0.474,30.7,26.4,33.2,37.8398058252427,69.9425100336262,60.1366742596811,75.5620359261263,86.1954574606896,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431714_LSP_AGL","2","1",0.154,1.39,0.442,0.427,0.476,30.7,35.6,30.6,33.3516483516484,69.4093910019462,80.521921357524,69.0681225718058,75.3993557309308,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431717_LSP_AGL","2","1",0.147,1.36,0.433,0.409,0.474,29.3,31,29.5,33.1616341030195,67.760501483481,71.4652202594737,68.0955925393304,76.5661126031749,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431728_LSP_AGL","2","1",0.159,1.41,0.45,0.43,0.483,27.3,29.5,27.7,32.129246064623,60.5720460356865,65.5393729943224,61.6132855708043,71.3806997239219,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431731_LSP_AGL","2","1",0.149,1.37,0.435,0.412,0.473,28.2,30.4,29.4,33.557703025034,64.8588327195626,70,67.520734461727,77.1441448851356,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431739_LSP_AGL","2","1",0.141,1.33,0.424,0.404,0.461,28.2,30.1,29.3,34.665532372168,66.4172630665799,71.0965272080941,69.19789847396,81.7583310664339,"1","0","0","0","0","0","0",NA,"0","1","1",NA,"1","1",NA,NA,NA
"PI_431753_LSP_AGL","2","1",0.172,1.47,0.468,0.448,0.503,29.8,41.8,31.8,36.3513262500929,63.6521205082337,89.2950391644909,67.8782479573525,77.6553373488811,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431756_LSP_AGL","2","1",0.149,1.37,0.435,0.415,0.476,27.1,33.2,34.3,34.5722300140252,62.3073499596156,76.3413387838528,78.9447434919257,79.4966965064454,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431809_LSP_AGL","3","1",0.198,1.58,0.502,0.487,0.532,36.9,38.2,38,38.5902503293808,73.4248180068614,75.94728622702,75.7086863783627,76.8050095012002,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431824_LSP_AGL","2","1",0.165,1.44,0.458,0.435,0.496,29.8,30.4,32.6,36.6551187782805,65.2092454381915,66.5138597318024,71.3155772280567,80.0913010450412,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431863_LSP_AGL","2","1",0.181,1.51,0.48,0.456,0.514,35.9,34.7,38.3,35.8435941512277,74.7549019607843,72.2323600973236,79.7609768771109,74.6741544817244,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431873_LSP_AGL","2","0",0.181,1.51,0.48,0.444,0.532,26.7,33.6,27.8,35.1317863828949,55.6611360136745,70.0114507617245,58.0588952226185,73.2590540885203,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_431884_LSP_AGL","2","1",0.172,1.47,0.468,0.445,0.509,31.6,32.3,34.5,43.2482102322333,67.5003216215443,69.0670499860892,73.7396416008731,92.4985485004988,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_431888_LSP_AGL","1","1",0.102,1.13,0.36,0.346,0.39,26.6,26.6,24.4,28.3024691358025,73.7811865740677,73.8788285833767,67.6769251965584,78.5452427450578,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431923_LSP_AGL","1","0",0.097,1.1,0.351,0.333,0.394,23.5,26.9,26.8,27.2132421104858,67.0256739620902,76.6283524904214,76.3176051479182,77.5306043033785,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_431980_LSP_AGL","3","1",0.243,1.75,0.556,0.527,0.6,41.3,47.7,44.5,54.3432835820895,74.3229142122377,85.6550828839625,79.9724914869663,97.6811568282018,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_432000_LSP_AGL","1","0",0.099,1.11,0.354,0.325,0.418,27.5,27.5,25,27.6892430278884,77.6713920093841,77.6312620748343,70.4920159119066,78.1936577505479,"0","0","1","1",NA,"1",NA,"1","0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432001_LSP_AGL","2","1",0.186,1.53,0.487,0.467,0.523,39.9,32.6,41.8,42.431654676259,81.9551442168643,66.8890956337621,85.8640892109136,87.1883315265595,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_432002_LSP_AGL","1","0",0.123,1.24,0.396,0.376,0.438,29.3,30.6,27,34.7419559122799,74.0294392062565,77.2855517969777,68.2025765778335,87.7568350296153,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"PI_432005_LSP_AGL","2","1",0.189,1.54,0.49,0.461,0.537,44.4,44.2,40.3,44.2643391521197,90.5372294769472,90.2873493029991,82.3302629073515,90.3558748852522,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"PI_432028_LSP_AGL","2","1",0.144,1.34,0.427,0.397,0.48,39.1,32,32.6,36.9899858604342,91.4563028702426,74.9863883620913,76.2044564289533,86.5825416759188,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"PI_432033_LSP_AGL","1","1",0.124,1.24,0.396,0.372,0.44,38.2,29.2,32,35.1046823240407,96.5726628655782,73.8178330064127,80.763995098918,88.6730678968189,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"1"
"PI_432085_LSP_AGL","3","1",0.2,1.58,0.505,0.488,0.53,34.9,42.3,43,45.5829596412556,69.2329279060376,83.7572725484133,85.2222910651032,90.3229054978644,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_432106_LSP_AGL","4","1",0.322,2.01,0.64,0.614,0.673,48.2,60.3,63.2,56.1498257839721,75.3098722441805,94.1941129596042,98.6383602872131,87.7036501311609,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_432124_LSP_AGL","1","0",0.109,1.17,0.371,0.35,0.413,26.5,26.1,26.4,28.3995459704881,71.3794691423118,70.4085408472324,71.0472939609484,76.4799263119069,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432145_LSP_AGL","2","1",0.128,1.27,0.404,0.389,0.44,30.9,32.3,27.3,33.2321899736148,76.3967400230578,79.7726295595763,67.4497761609606,82.1900823749748,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432147_LSP_AGL","2","1",0.143,1.34,0.428,0.39,0.495,32,31.7,32.4,35.9043602333291,74.8824170955318,74.1752485938532,75.8527849760076,83.9758945166221,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432184_LSP_AGL","2","1",0.176,1.48,0.473,0.458,0.504,33.2,35.7,35.4,38.4604519774011,70.2249276222997,75.6252330866703,74.8356990667106,81.369080347111,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_432188_LSP_AGL","3","1",0.197,1.57,0.502,0.48,0.535,38.1,39.5,38.4,41.9951670319369,76.0019108768994,78.6852426196688,76.517768705777,83.7298412245085,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"1"
"PI_432190_LSP_AGL","4","1",0.287,1.9,0.604,0.579,0.635,42,42.2,47.2,49.8173515981735,69.516748741815,69.8242106416826,78.196872125115,82.4942344771962,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432201_LSP_AGL","2","0",0.134,1.3,0.413,0.392,0.448,23.2,26.6,28.6,29.3645546372819,56.134269339976,64.3193139273181,69.2710472455694,71.100616555162,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432212_LSP_AGL","2","0",0.13,1.28,0.406,0.39,0.447,26.6,29.6,28.5,30.9530694577667,65.453022184211,72.9152755785338,70.1154874657746,76.1765450150126,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1",NA,"1",NA,NA
"PI_432236_LSP_AGL","1","0",0.097,1.1,0.35,0.319,0.427,20.2,26.2,24.1,27.6419222069784,57.5467269152901,74.7436030249664,68.8102355101238,78.9268083321084,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1",NA,"1",NA,NA
"PI_432245_LSP_AGL","2","1",0.194,1.56,0.496,0.467,0.544,58,57.6,48.8,56.5151515151515,116.899337105026,116.121923145309,98.2115511473402,113.83983071539,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_432271_LSP_AGL","2","0",0.154,1.39,0.443,0.422,0.476,26.9,27,22.4,29.0473498752019,60.6783937957609,61.0091219147828,50.6769980220519,65.5860885290559,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"2"
"PI_432286_LSP_AGL","2","0",0.149,1.37,0.436,0.41,0.491,26.8,28.2,26.7,37.595818815331,61.4835593891123,64.7253042885192,61.2075662331349,86.272914160627,"0","1","1","1",NA,NA,"1",NA,"0","1","1",NA,"1",NA,NA,"1",NA
"PI_451763_LSP_AGL","3","1",0.279,1.87,0.595,0.563,0.635,50.8,47.1,52.6,56.1659513590844,85.2312411622258,79.0698653779271,88.3264873829608,94.3260985690913,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"3"
"PI_458503_LSP_AGL","2","1",0.159,1.41,0.449,0.429,0.483,34.5,28.2,30.2,35.3195673549656,76.8199856873334,62.7227716513379,67.1246585300916,78.5849459072165,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_468900_LSP_AGL","2","1",0.169,1.45,0.463,0.453,0.485,40.6,40.4,34.9,39.7489504529624,87.7169823774009,87.1415543621441,75.343671392799,85.7891016970412,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_468901_AGL","2","0",0.133,1.29,0.411,0.385,0.454,29,27.6,24.7,32.8709990300679,70.5540127905412,67.0674305618898,60.0782743181664,79.9348801055421,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"3"
"PI_468902_LSP_AGL","2",NA,0.161,1.42,0.451,0.435,0.481,26.6,29.8,29.2,36.1036036036036,58.8697755572661,65.9754996590753,64.6430293131119,79.9735250879726,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"3"
"PI_472136_LSP_AGL","1","0",0.091,1.07,0.341,0.314,0.387,24.2,25,24.2,23.9973262032086,71.1528520264601,73.361279176217,70.973800741588,70.4652319180674,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"PI_472205_LSP_AGL","2","0",0.144,1.34,0.428,0.405,0.468,30.8,33.9,36.3,38.0378657487091,71.9657857933742,79.251788958511,84.846527138528,88.8504520473351,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_472213_LSP_AGL","1","0",0.12,1.23,0.391,0.378,0.419,35.6,31.7,28.3,35.7048748353096,91.0616307623937,81.1003955764734,72.3941864631594,91.2390327989173,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_472327_LSP_AGL","1","0",0.086,1.04,0.33,0.315,0.365,23.2,22.7,21.1,24.027149321267,70.1386091888087,68.7760680775611,64.0084418942889,72.726899194149,"0","1","0","1","1",NA,NA,"0","0","1",NA,"1","0",NA,NA,NA,"3"
"PI_472380_LSP_AGL","1","0",0.112,1.18,0.376,0.348,0.427,24.9,26.5,22.8,25.5354659248957,66.1769180319002,70.4341836168445,60.6150372736452,67.8533195524244,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"PI_472416_LSP_AGL","1","0",0.098,1.11,0.353,0.331,0.387,22.1,23.6,20.6,23.5422602089269,62.5989201469818,66.892943240001,58.4934583754404,66.7760295872492,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_472488_LSP_AGL","1","0",0.103,1.13,0.362,0.337,0.429,25.7,25.1,23.1,23.2708333333333,71.1627620782737,69.4148946590967,63.9676176633769,64.3729829414477,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,"1",NA,"1",NA,NA
"PI_472559_LSP_AGL","1","0",0.076,0.97,0.31,0.289,0.356,20.4,23.4,21.3,21.3628318584071,65.9100664974734,75.5241661531655,68.7820709423055,68.8568311310462,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_472561_LSP_AGL","1","0",0.08,1,0.318,0.293,0.364,25,23.7,21.8,25.5442176870748,78.6817610170507,74.5007296066285,68.4788938978884,80.2716337931821,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_472569_LSP_AGL","1","0",0.077,0.98,0.313,0.29,0.354,22.7,23.2,21.5,22.7707808564232,72.660843919313,74.0887147830647,68.6637711827636,72.8373637950361,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_472588_LSP_AGL","2","1",0.158,1.41,0.448,0.435,0.472,28.4,27.8,31.6,39.5194541231127,63.5087116438918,62.1308454979526,70.4618649360209,88.2349509074705,"1","0","0","0","0","0","0",NA,"0","1","1",NA,"1","1",NA,NA,NA
"PI_472590_LSP_AGL","2","1",0.187,1.53,0.488,0.458,0.539,49.7,45.5,38.1,45.1387347391787,101.776657841855,93.2062015029309,77.9749885766361,92.4342690904684,"0","1","0","1","1",NA,NA,"0","0","0","0","0",NA,"0","0","0","0"
"PI_472615_LSP_AGL","2","1",0.192,1.55,0.494,0.474,0.534,45.7,47.7,51.2,55.4115853658537,92.523345389158,96.5842355798957,103.548550236008,112.09356446228,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_472629_LSP_AGL","1","1",0.106,1.15,0.367,0.345,0.406,NA,37.1,33.1,35.8556461001164,NA,100.982775742218,90.0680938648717,97.610651815199,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_477921_LSP_AGL","3",NA,0.28,1.87,0.597,0.581,0.621,51.7,53.2,53,57.910447761194,86.5958045512722,89.1793822106439,88.7377854507802,96.9843747396253,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_490288_LSP_AGL","2","1",0.145,1.34,0.428,0.404,0.464,26.6,29.5,27.4,33.3926981300089,62.0913340925925,68.7781426840988,64.0383070228896,77.9393887889213,"1","0","0","0",NA,NA,NA,NA,"0","1","1",NA,"1",NA,"1",NA,NA
"PI_490289_LSP_AGL","3","1",0.206,1.61,0.512,0.489,0.541,41.8,39,44.8,48.5333333333333,81.7577984629116,76.3089381580139,87.6536196404268,94.8534201954397,"1","0","0","0",NA,NA,NA,NA,"0","1","1",NA,"1",NA,"1",NA,NA
"PI_508090_AGL","3","1",0.278,1.87,0.595,0.571,0.626,56,55.5,59,61.7441860465116,94.1820814648729,93.3854246555566,99.2980919418164,103.82990927104,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_518733_LSP_AGL","2","0",0.178,1.5,0.476,0.452,0.517,34.5,28.6,27.4,35.9572400388727,72.448546302701,60.0917385649468,57.6310785630165,75.5051704036058,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_518734_LSP_AGL","2","0",0.143,1.34,0.426,0.4,0.465,26.2,27.8,25.4,31.6514522821577,61.4882506527414,65.3966601073482,59.6733409658103,74.3767808196916,"1","0","0","0","0","0","0",NA,"0","1",NA,"1","0",NA,NA,NA,"2"
"PI_533688_LSP_AGL","2","1",0.158,1.41,0.449,0.432,0.475,61.3,60.2,66.4,69.9277108433735,136.605473805301,134.143080438984,148.093115403665,155.856710646449,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"PI_533693_LSP_AGL","2","1",0.173,1.47,0.47,0.444,0.506,27.6,32.5,28.5,33.2950631458094,58.7223070675151,69.2775197394633,60.5933307454654,70.9076120000673,"1","0","0","0",NA,NA,NA,NA,"0","1","1",NA,"1",NA,"1",NA,NA
"PI_612875_AGL","1","0",0.105,1.15,0.365,0.344,0.401,24.8,29,28.6,29.7913188647746,67.9753330508874,79.5236102773078,78.4595440395683,81.620051684314,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"PI_643451_AGL","1","0",0.108,1.16,0.369,0.35,0.413,29.9,30.3,26,28.7254901960784,81.0931857508276,82.0102317183269,70.321912519558,77.800003540387,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"PI_643452_AGL","2","0",0.141,1.33,0.422,0.407,0.452,31.3,27,25.2,28.5586392121755,74.1125285033676,63.8685885607614,59.646468021973,67.6210873216468,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1","1",NA,NA
"Shasta_AGL","3","1",0.238,1.73,0.551,0.534,0.574,46.1,50,73.1,56.927374301676,83.7354371158609,90.8859051463168,132.772040878923,103.399872596384,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"W6_27754_LSP_AGL","2","1",0.175,1.48,0.472,0.457,0.497,33.2,33.6,32.3,39.4712853236098,70.4048892284187,71.1478862644802,68.3812010443865,83.5862512735268,"1","0","0","0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
"W6_27760_LSP_AGL","2","0",0.154,1.39,0.443,0.415,0.492,34.7,34.8,32.7,37.0200573065903,78.2812718053681,78.5844801004967,73.7994713898328,83.6296475299478,"0","1","1","1",NA,NA,"1",NA,"0","0","0","0",NA,"0","0","0","0"
"W6_27763_LSP_AGL","2","0",0.132,1.29,0.41,0.389,0.453,24.5,34.2,29.6,34.2127659574468,59.6937115393113,83.4854501165241,72.2202344882643,83.4231627247416,"0","0","1","1",NA,"1",NA,"1","0","0","0","0",NA,"0","0","0","0"
"W6_27766_LSP_AGL","2","0",0.147,1.36,0.433,0.414,0.468,31.8,36.9,30.1,36.4832793959008,73.4699071728366,85.2435863995072,69.6493388967603,84.343569114592,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
"W6_27767_LSP_AGL","1","0",0.117,1.21,0.385,0.367,0.425,29,32.2,31.1,35.9785522788204,75.2197430696417,83.6333580824567,80.8262236192187,93.3699453602606,"0","1","0","1","1",NA,NA,"0","0","1","1",NA,"1","1",NA,NA,NA
